session_duration,login_time_pattern,avg_tx_amount,geo_distance_delta,user_id,tx_id,timestamp,tx_amount,currency,tx_type,merchant_id,tx_location,device_id,ip_address,is_vpn,avg_tx_amount_user,std_tx_amount_user,avg_tx_hour_user,device_change_freq,location_change_freq,txs_last_24h,txs_last_7d,has_recent_password_reset,is_new_device,tx_hour,risk_flag_manual,anomaly_score_baseline,country_mismatch,is_weekend,ip_risk_score
114,02:25,146.93674006833794,11.071146333320197,user_1,11,2023-05-28 03:20:02,167.71938456650227,PLN,transfer,merchant_16,loc_45,dev_15,192.168.1.138,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,19,0,0,3,0,0.06968755059422545,0,1,0.008755681528364367
109,01:39,146.93674006833794,0.0,user_1,12,2023-01-05 10:06:51,93.54525278957956,USD,purchase,merchant_44,loc_14,dev_12,192.168.1.70,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,5,0,0,10,0,0.14648170883226302,0,0,0.008755681528364367
141,22:33,146.93674006833794,20.1786481985693,user_1,13,2023-11-26 03:59:59,175.12532726781902,USD,purchase,merchant_4,loc_9,dev_19,192.168.1.223,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,-1,3,0,0,3,0,0.04166952673991662,0,1,0.008755681528364367
114,01:43,146.93674006833794,0.0,user_1,14,2023-01-08 14:49:31,156.44996216714296,USD,withdrawal,merchant_36,loc_48,dev_11,192.168.1.6,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,4,9,0,0,14,0,0.1823572870686596,0,1,0.008755681528364367
10,14:09,146.93674006833794,0.0,user_1,15,2023-12-08 23:02:30,147.00305990107427,EUR,transfer,merchant_59,loc_1,dev_15,192.168.1.131,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,15,0,0,23,0,0.08258897843383801,0,0,0.008755681528364367
170,05:48,146.93674006833794,9.417149388643812,user_1,16,2023-09-13 16:50:17,144.8089469805896,PLN,purchase,merchant_83,loc_2,dev_18,192.168.1.243,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,4,17,0,0,16,0,0.09799061755453589,0,0,0.008755681528364367
151,05:52,146.93674006833794,9.429600199634494,user_1,17,2023-12-10 01:25:05,139.61021218443102,PLN,withdrawal,merchant_63,loc_41,dev_6,192.168.1.241,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,2,0,0,1,0,0.17262834213753972,0,1,0.008755681528364367
118,17:33,146.93674006833794,0.0,user_1,18,2023-01-06 07:44:08,118.99091964772593,PLN,withdrawal,merchant_92,loc_39,dev_19,192.168.1.251,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,5,0,0,7,0,0.013259973557012139,0,0,0.008755681528364367
178,00:47,146.93674006833794,0.0,user_1,19,2023-08-25 22:12:58,159.04841676142036,PLN,withdrawal,merchant_37,loc_48,dev_3,192.168.1.66,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,9,0,0,22,0,0.03984301847786536,0,0,0.008755681528364367
182,18:04,146.93674006833794,4.738090379214156,user_1,20,2023-07-09 15:06:27,157.5080896381558,PLN,withdrawal,merchant_93,loc_1,dev_1,192.168.1.232,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,4,0,0,15,0,0.1169336248313238,0,1,0.008755681528364367
93,20:05,146.93674006833794,3.039896170267022,user_1,21,2023-09-03 09:33:59,145.90977755948657,PLN,transfer,merchant_73,loc_49,dev_14,192.168.1.235,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,3,8,0,0,9,0,0.00042338238041690347,0,1,0.008755681528364367
147,16:12,146.93674006833794,0.0,user_1,22,2023-04-09 04:05:17,176.82805166455898,USD,withdrawal,merchant_84,loc_21,dev_12,192.168.1.64,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,7,0,0,4,0,0.11761488762589688,0,1,0.008755681528364367
175,15:28,146.93674006833794,8.10588904207508,user_1,23,2023-12-01 03:37:13,198.97361379955115,PLN,withdrawal,merchant_50,loc_31,dev_19,192.168.1.94,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,5,11,0,0,3,0,0.07602647470917652,0,0,0.008755681528364367
114,13:34,146.93674006833794,9.313596630604918,user_1,24,2023-04-19 08:24:27,165.3542339752001,EUR,transfer,merchant_85,loc_36,dev_15,192.168.1.143,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,7,0,0,8,0,0.012966286871864342,0,0,0.008755681528364367
126,04:16,146.93674006833794,0.0,user_1,25,2023-06-08 22:35:48,177.40538088848126,EUR,purchase,merchant_56,loc_5,dev_17,192.168.1.146,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,9,0,0,22,0,0.1397738885776719,0,0,0.008755681528364367
93,14:56,146.93674006833794,0.0,user_1,26,2023-05-20 14:44:18,157.5280076208119,PLN,transfer,merchant_57,loc_26,dev_2,192.168.1.117,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,-1,2,0,0,14,0,0.045746863644970936,0,1,0.008755681528364367
12,17:30,146.93674006833794,9.097048892747797,user_1,27,2023-07-26 13:35:15,161.45856985280457,EUR,transfer,merchant_23,loc_9,dev_1,192.168.1.220,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,0,0,0,13,0,0.1942322782853415,0,0,0.008755681528364367
133,13:18,146.93674006833794,25.832898807018946,user_1,28,2023-01-13 22:52:43,158.99068692351415,USD,purchase,merchant_4,loc_12,dev_2,192.168.1.246,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,2,0,0,22,0,0.1467136433159587,0,0,0.008755681528364367
158,06:42,146.93674006833794,0.0,user_1,29,2023-10-11 16:41:41,76.82341649956899,EUR,purchase,merchant_88,loc_29,dev_3,192.168.1.39,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,13,0,0,16,0,0.15077497664108183,0,0,0.008755681528364367
150,02:03,146.93674006833794,0.0,user_1,30,2023-11-11 16:21:20,92.58866036375966,PLN,withdrawal,merchant_25,loc_1,dev_3,192.168.1.192,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,2,0,0,16,0,0.10891145263177021,0,1,0.008755681528364367
64,15:21,146.93674006833794,25.287604784246884,user_1,31,2023-09-23 17:53:17,143.34941545199572,USD,purchase,merchant_12,loc_43,dev_16,192.168.1.182,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,3,3,0,0,17,0,0.18997376072194327,0,1,0.008755681528364367
114,17:50,146.93674006833794,0.0,user_1,32,2023-07-17 09:01:21,157.48892788744104,EUR,purchase,merchant_37,loc_16,dev_15,192.168.1.64,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,-1,0,0,9,0,0.14457541781899297,0,0,0.008755681528364367
141,15:22,146.93674006833794,0.0,user_1,33,2023-09-29 01:42:03,135.0003530106828,EUR,withdrawal,merchant_38,loc_17,dev_14,192.168.1.121,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,9,0,0,1,0,0.030058467040373182,0,0,0.008755681528364367
147,00:42,146.93674006833794,0.0,user_1,34,2023-03-16 15:42:33,140.02844218776255,PLN,transfer,merchant_62,loc_22,dev_3,192.168.1.160,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,4,3,0,0,15,0,0.1402236789602414,0,0,0.008755681528364367
52,04:52,146.93674006833794,22.20867424891533,user_1,35,2023-04-23 20:16:39,131.5668957703715,USD,withdrawal,merchant_50,loc_30,dev_20,192.168.1.175,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,7,0,0,20,0,0.016079726081409507,0,1,0.008755681528364367
168,06:39,146.93674006833794,7.389686658790437,user_1,36,2023-05-11 00:56:40,146.88763126501135,USD,purchase,merchant_54,loc_14,dev_19,192.168.1.236,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,3,0,0,0,0,0.020589548233497193,0,0,0.008755681528364367
223,14:52,146.93674006833794,0.0,user_1,37,2023-03-04 14:56:34,156.51312235689133,USD,transfer,merchant_92,loc_12,dev_11,192.168.1.64,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,3,6,0,0,14,0,0.10663941163990964,0,1,0.008755681528364367
142,05:40,146.93674006833794,0.0,user_1,38,2023-07-11 03:34:43,140.02571898669035,EUR,withdrawal,merchant_53,loc_40,dev_15,192.168.1.153,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,8,0,0,3,0,0.11214404493825175,0,0,0.008755681528364367
99,17:04,146.93674006833794,16.276668247488768,user_1,39,2023-12-06 06:26:28,165.24939190237754,USD,withdrawal,merchant_25,loc_30,dev_19,192.168.1.146,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,3,13,0,0,6,0,0.027020018326984266,0,0,0.008755681528364367
193,09:31,146.93674006833794,3.2723788661782613,user_1,40,2023-09-21 14:45:46,170.8864357286232,PLN,withdrawal,merchant_95,loc_12,dev_3,192.168.1.229,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,2,0,0,14,0,0.019042209257783816,0,0,0.008755681528364367
161,07:04,146.93674006833794,19.374119804746588,user_1,41,2023-05-20 08:08:48,142.35304134326574,USD,withdrawal,merchant_3,loc_17,dev_8,192.168.1.119,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,4,0,0,8,0,0.16708445361948873,0,1,0.008755681528364367
130,18:22,146.93674006833794,13.666948595190462,user_1,42,2023-01-30 06:31:41,156.19519603233394,USD,transfer,merchant_43,loc_11,dev_8,192.168.1.159,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,1,-8,0,0,6,0,0.058038033456072086,0,0,0.008755681528364367
121,17:11,146.93674006833794,12.755562031072186,user_1,43,2023-09-16 04:16:13,137.6330780922824,USD,transfer,merchant_7,loc_47,dev_7,192.168.1.247,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,5,0,0,4,0,0.1854389462191858,0,1,0.008755681528364367
226,18:17,146.93674006833794,0.0,user_1,44,2023-09-26 01:36:56,140.6263885281504,EUR,withdrawal,merchant_29,loc_6,dev_15,192.168.1.9,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,4,2,0,0,1,0,0.03436981417918252,0,0,0.008755681528364367
204,04:30,146.93674006833794,15.123661224972015,user_1,45,2023-03-23 12:41:23,141.61747671268262,USD,withdrawal,merchant_83,loc_47,dev_6,192.168.1.38,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,10,0,0,12,0,0.06899381066902617,0,0,0.008755681528364367
97,06:04,146.93674006833794,13.57783995131657,user_1,46,2023-04-09 14:53:36,174.99528830249577,USD,transfer,merchant_72,loc_4,dev_5,192.168.1.199,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,4,7,0,0,14,0,0.122691423675463,0,1,0.008755681528364367
10,12:30,146.93674006833794,4.143677135289984,user_1,47,2023-07-13 13:43:09,122.84407411919966,PLN,purchase,merchant_18,loc_40,dev_11,192.168.1.250,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,6,0,0,13,0,0.030312735683845005,0,0,0.008755681528364367
95,06:24,146.93674006833794,20.53619149674329,user_1,48,2023-10-28 09:28:15,127.64584702652212,PLN,transfer,merchant_67,loc_2,dev_17,192.168.1.26,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,0,11,0,0,9,0,0.0070937940553645225,0,1,0.008755681528364367
29,22:11,146.93674006833794,14.616725771963115,user_1,49,2023-05-23 16:07:20,187.83161339762728,EUR,purchase,merchant_92,loc_21,dev_4,192.168.1.187,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,7,0,0,16,0,0.19681533217377117,0,0,0.008755681528364367
163,06:00,146.93674006833794,11.339194418424519,user_1,50,2023-01-04 11:43:06,153.2805426602309,USD,purchase,merchant_75,loc_22,dev_10,192.168.1.143,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,6,0,0,11,0,0.03711206851336202,0,0,0.008755681528364367
175,12:57,146.93674006833794,27.619158833802988,user_1,51,2023-12-08 16:33:14,150.65444688856763,PLN,transfer,merchant_20,loc_24,dev_16,192.168.1.84,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,4,4,0,0,16,0,0.011389894838608706,0,0,0.008755681528364367
10,06:37,146.93674006833794,10.426194405813519,user_1,52,2023-02-24 17:09:55,138.88808472726146,USD,purchase,merchant_2,loc_1,dev_11,192.168.1.23,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,3,1,0,0,17,0,0.15468709561746893,0,0,0.008755681528364367
91,09:41,146.93674006833794,19.52200248236725,user_1,53,2023-11-21 12:30:40,170.89706855247397,USD,purchase,merchant_68,loc_5,dev_3,192.168.1.41,0,146.93674006833794,22.663269865796018,11,0.06518037674209036,0.1102920524718561,2,3,0,0,12,0,0.13130683330541829,0,0,0.008755681528364367
210,10:39,267.88313122479747,3.762542202593367,user_2,54,2023-12-10 07:42:38,185.31775464172517,USD,withdrawal,merchant_13,loc_19,dev_8,192.168.1.163,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,6,0,0,7,0,0.08371224106474882,0,1,0.06084578646638226
102,06:23,267.88313122479747,10.28225995108778,user_2,55,2023-03-23 00:31:28,230.44234436730733,EUR,transfer,merchant_79,loc_48,dev_20,192.168.1.166,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,2,0,0,0,0,0.057363758514289924,0,0,0.06084578646638226
237,21:31,267.88313122479747,13.882432799982292,user_2,56,2023-11-11 02:33:32,275.27959778924986,EUR,purchase,merchant_38,loc_43,dev_7,192.168.1.238,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,5,8,0,0,2,0,0.1393593098774271,0,1,0.06084578646638226
170,15:42,267.88313122479747,0.0,user_2,57,2023-06-06 20:16:55,167.13526596059958,PLN,transfer,merchant_85,loc_44,dev_4,192.168.1.167,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,6,0,0,20,0,0.12439565852734645,0,0,0.06084578646638226
179,01:24,267.88313122479747,20.907904826481644,user_2,58,2023-05-27 19:29:52,279.0367883626085,EUR,purchase,merchant_75,loc_47,dev_3,192.168.1.174,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,5,0,0,19,0,0.08104825376088083,0,1,0.06084578646638226
65,19:15,267.88313122479747,4.377216155230972,user_2,59,2023-07-30 08:29:00,291.52988525880653,PLN,transfer,merchant_45,loc_21,dev_14,192.168.1.236,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,6,0,0,8,0,0.1277181843907311,0,1,0.06084578646638226
122,21:12,267.88313122479747,0.0,user_2,60,2023-07-26 11:39:16,292.5500433671801,EUR,purchase,merchant_29,loc_46,dev_14,192.168.1.160,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,6,3,0,0,11,0,0.03398541173757186,0,0,0.06084578646638226
190,04:37,267.88313122479747,0.0,user_2,61,2023-05-02 15:11:09,212.8482713917762,USD,purchase,merchant_41,loc_18,dev_4,192.168.1.195,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,4,0,0,15,0,0.11031331503087068,0,0,0.06084578646638226
167,19:01,267.88313122479747,3.8436368535237455,user_2,62,2023-08-23 07:27:36,244.87293315608002,EUR,withdrawal,merchant_1,loc_36,dev_2,192.168.1.72,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,4,6,0,0,7,0,0.008365014906516467,0,0,0.06084578646638226
140,15:21,267.88313122479747,15.7569602233852,user_2,63,2023-12-17 16:56:56,229.56427250238448,PLN,transfer,merchant_58,loc_10,dev_13,192.168.1.166,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,13,0,0,16,0,0.13975494762945959,0,1,0.06084578646638226
138,06:13,267.88313122479747,0.0,user_2,64,2023-08-02 01:30:29,300.16861094242125,PLN,purchase,merchant_47,loc_28,dev_19,192.168.1.151,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,6,0,0,1,0,0.1768176113232315,0,0,0.06084578646638226
14,18:54,267.88313122479747,3.9934769571280357,user_2,65,2023-10-11 18:40:41,284.70227728062235,PLN,withdrawal,merchant_71,loc_41,dev_17,192.168.1.167,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,7,0,0,18,0,0.12280910503999916,0,0,0.06084578646638226
115,21:02,267.88313122479747,4.5206539489716056,user_2,66,2023-04-02 04:41:04,242.7947526261695,USD,transfer,merchant_47,loc_1,dev_13,192.168.1.252,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,9,0,0,4,0,0.15671942164240893,0,1,0.06084578646638226
102,16:53,267.88313122479747,6.4904859906296775,user_2,67,2023-06-26 06:06:29,249.0190125923723,USD,withdrawal,merchant_93,loc_42,dev_12,192.168.1.53,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,1,0,0,6,0,0.09543872795516238,0,0,0.06084578646638226
14,05:43,267.88313122479747,14.14142629926674,user_2,68,2023-06-05 07:19:52,189.55790513194995,EUR,withdrawal,merchant_37,loc_30,dev_10,192.168.1.203,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,3,0,0,7,0,0.04733749254790576,0,0,0.06084578646638226
87,22:36,267.88313122479747,0.6410065741108468,user_2,69,2023-04-21 10:50:25,302.5686066092495,EUR,transfer,merchant_8,loc_32,dev_2,192.168.1.29,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,5,0,0,10,0,0.026559472589862312,0,0,0.06084578646638226
199,13:50,267.88313122479747,0.0,user_2,70,2023-06-29 09:05:39,305.1459780075795,PLN,transfer,merchant_56,loc_48,dev_4,192.168.1.38,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,3,5,0,0,9,0,0.1362391265486582,0,0,0.06084578646638226
135,19:30,267.88313122479747,0.024632988960121338,user_2,71,2023-06-12 07:11:30,164.0187143983272,PLN,purchase,merchant_49,loc_7,dev_1,192.168.1.19,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,3,0,0,7,0,0.03362967070402303,0,0,0.06084578646638226
73,01:22,267.88313122479747,0.0,user_2,72,2023-11-26 13:48:58,207.90359815892637,EUR,purchase,merchant_87,loc_40,dev_15,192.168.1.26,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,3,8,0,0,13,0,0.07826346361893675,0,1,0.06084578646638226
145,10:20,267.88313122479747,12.740493119686487,user_2,73,2023-04-06 04:57:39,178.1712487048519,PLN,withdrawal,merchant_58,loc_13,dev_1,192.168.1.41,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,0,0,0,4,0,0.037727243122829185,0,0,0.06084578646638226
79,00:06,267.88313122479747,0.25814147416300237,user_2,74,2023-09-10 07:19:33,290.3973880225314,PLN,transfer,merchant_29,loc_47,dev_1,192.168.1.243,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,7,0,0,7,0,0.0674684644815305,0,1,0.06084578646638226
10,06:13,267.88313122479747,13.25045664614363,user_2,75,2023-07-15 14:12:20,266.01261864529073,USD,purchase,merchant_69,loc_36,dev_17,192.168.1.235,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,4,0,0,0,14,0,0.19718227776283775,0,1,0.06084578646638226
154,02:47,267.88313122479747,8.922967250306385,user_2,76,2023-07-03 08:49:34,213.56588630746862,USD,withdrawal,merchant_63,loc_4,dev_12,192.168.1.158,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,14,0,0,8,0,0.014578915255895497,0,0,0.06084578646638226
83,17:09,267.88313122479747,1.6114780967311182,user_2,77,2023-12-30 23:32:45,194.93067660498724,PLN,transfer,merchant_76,loc_40,dev_14,192.168.1.57,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,5,0,0,23,0,0.14349293970556026,0,1,0.06084578646638226
124,05:06,267.88313122479747,9.841549730767312,user_2,78,2023-07-30 15:13:21,285.65676785034077,USD,transfer,merchant_26,loc_22,dev_9,192.168.1.173,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,-1,4,0,0,15,0,0.1341889673545334,0,1,0.06084578646638226
103,14:47,267.88313122479747,17.10058731044413,user_2,79,2023-09-26 00:58:10,140.51251735682817,PLN,transfer,merchant_95,loc_39,dev_4,192.168.1.21,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,3,2,0,0,0,0,0.002271690812682259,0,0,0.06084578646638226
82,16:03,267.88313122479747,0.0,user_2,80,2023-04-01 11:51:00,241.2920722084418,USD,purchase,merchant_27,loc_5,dev_2,192.168.1.237,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,8,0,0,11,0,0.15739005080524449,0,1,0.06084578646638226
58,15:13,267.88313122479747,0.38458917556898164,user_2,81,2023-11-06 12:00:33,252.664766562801,PLN,withdrawal,merchant_38,loc_41,dev_20,192.168.1.131,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,8,0,0,12,0,0.14606953060853609,0,0,0.06084578646638226
24,19:41,267.88313122479747,7.960687930027538,user_2,82,2023-07-01 03:03:53,388.45292009445484,PLN,withdrawal,merchant_20,loc_20,dev_5,192.168.1.117,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,1,0,0,3,0,0.19571746586147248,0,1,0.06084578646638226
198,03:43,267.88313122479747,4.645285383499842,user_2,83,2023-06-02 16:33:40,402.3444083731233,EUR,transfer,merchant_19,loc_39,dev_4,192.168.1.62,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,7,0,0,16,0,0.0553506311993083,0,0,0.06084578646638226
151,04:38,267.88313122479747,3.469142883205114,user_2,84,2023-02-04 07:35:11,448.2579305102396,PLN,withdrawal,merchant_99,loc_34,dev_3,192.168.1.44,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,5,7,0,0,7,0,0.1663516636777588,0,1,0.06084578646638226
79,16:21,267.88313122479747,0.0,user_2,85,2023-11-03 09:12:23,288.94664364358505,PLN,withdrawal,merchant_29,loc_4,dev_2,192.168.1.55,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,0,-3,0,0,9,0,0.04044830825344006,0,0,0.06084578646638226
226,21:41,267.88313122479747,0.369502603578872,user_2,86,2023-12-23 22:59:42,310.488161929136,EUR,purchase,merchant_94,loc_23,dev_1,192.168.1.50,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,1,5,0,0,22,0,0.14219286601624467,0,1,0.06084578646638226
74,01:30,267.88313122479747,1.9328724990524333,user_2,87,2023-03-11 12:40:14,202.48302869294187,PLN,withdrawal,merchant_95,loc_18,dev_20,192.168.1.35,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,4,6,0,0,12,0,0.15962636970631838,0,1,0.06084578646638226
66,02:05,267.88313122479747,7.707243462060278,user_2,88,2023-11-28 20:23:33,218.15825951236968,PLN,transfer,merchant_23,loc_38,dev_16,192.168.1.190,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,2,5,0,0,20,0,0.06195152480601454,0,0,0.06084578646638226
125,16:35,267.88313122479747,3.4931252110950366,user_2,89,2023-11-22 15:56:46,278.46025292036643,PLN,transfer,merchant_88,loc_31,dev_10,192.168.1.242,0,267.88313122479747,74.09476324999105,13,0.04553523958458307,0.17807970882968693,3,8,0,0,15,0,0.1430835584771401,0,0,0.06084578646638226
